bootstrap_iterations,ci_high,ci_low,matches,mean_delta,metric,pair,random_seed
10000,0.010593136393315024,-0.059030049954841825,195,-0.0237933499946455,log_loss,dixon_coles_minus_elo,2026
10000,0.0024876512543266956,-0.04317317174729652,195,-0.020332365656570737,brier_score,dixon_coles_minus_elo,2026
10000,-0.0013635312722630056,-0.021491683812310668,195,-0.011238744266073034,ranked_probability_score,dixon_coles_minus_elo,2026
10000,0.00014761849188339173,-0.0006921222462336416,195,-0.0002814277329990343,log_loss,poisson_minus_dixon_coles,2026
10000,3.7057631403173684e-05,-0.0004497148177397612,195,-0.00021403654166650624,brier_score,poisson_minus_dixon_coles,2026
10000,1.5760616902581788e-06,-8.691215546173298e-05,195,-4.269249162886544e-05,ranked_probability_score,poisson_minus_dixon_coles,2026
10000,0.010567307231394917,-0.0591410686368326,195,-0.024074777727644537,log_loss,poisson_minus_elo,2026
10000,0.0020611569051466943,-0.04353763531443711,195,-0.02054640219823724,brier_score,poisson_minus_elo,2026
10000,-0.00145488260215477,-0.0212969550664237,195,-0.011281436757701898,ranked_probability_score,poisson_minus_elo,2026
