brier_score_delta,competition,fold,log_loss_delta,match_date,match_id,model_a,model_b,pair,ranked_probability_score_delta
-0.12125427360428975,FIFA World Cup,world_cup_2018,-0.13714255855787516,2018-06-22,international_results_csv-d760b014c52ff0a5ade0,poisson,elo,poisson_minus_elo,-0.07457952688925862
0.023508330599382954,Copa América,copa_america_2024,0.030360416439046356,2024-06-28,international_results_csv-d79bcd0cfb786e1ca100,poisson,elo,poisson_minus_elo,0.0025799716153030866
0.13152317990354218,FIFA World Cup,world_cup_2018,0.17589882816259872,2018-06-19,international_results_csv-d7d629d2c690a370b173,poisson,elo,poisson_minus_elo,0.0546655832935688
-0.04934436149629334,UEFA Euro,euro_2024,-0.07098216378856725,2024-07-06,international_results_csv-d8828b9f2335866424b4,poisson,elo,poisson_minus_elo,-0.021743982730833764
-0.07533600624302272,UEFA Euro,euro_2024,-0.13661801979731192,2024-06-19,international_results_csv-da8d7c1cede850151b72,poisson,elo,poisson_minus_elo,-0.012665781310576524
0.0791837243765361,UEFA Euro,euro_2024,0.12254815598984153,2024-06-19,international_results_csv-df474f82905353106a15,poisson,elo,poisson_minus_elo,0.0343856027934833
0.1689380331962218,FIFA World Cup,world_cup_2022,0.4089246732712202,2022-12-02,international_results_csv-e346ab3a4e1d26deaffc,poisson,elo,poisson_minus_elo,0.07385998013123779
-0.012904128308704799,Copa América,copa_america_2024,-0.020794035519214327,2024-06-30,international_results_csv-e47ce2fa2a2f33f96a1f,poisson,elo,poisson_minus_elo,-0.017816507565846032
-0.07842435563823724,FIFA World Cup,world_cup_2018,-0.05499350189335028,2018-06-21,international_results_csv-e47d1363922e08412ee3,poisson,elo,poisson_minus_elo,-0.05642931606848134
-0.23939233486884648,FIFA World Cup,world_cup_2018,-0.40913757430632236,2018-06-25,international_results_csv-e7f5bbfd113a5507245f,poisson,elo,poisson_minus_elo,-0.04161034044062398
0.032150031785310285,FIFA World Cup,world_cup_2018,0.1788107210645271,2018-06-27,international_results_csv-ea2f4305b329a3f6a400,poisson,elo,poisson_minus_elo,0.008525739123862675
0.34601305597554377,FIFA World Cup,world_cup_2018,0.4697774403169255,2018-07-14,international_results_csv-ea3941662c9cdfe83d15,poisson,elo,poisson_minus_elo,0.15419496408940056
-0.14211954251735037,UEFA Euro,euro_2024,-0.2619075679995202,2024-06-16,international_results_csv-eaa2e5f67e37a2386b16,poisson,elo,poisson_minus_elo,-0.021137467275968908
0.1679475098694605,FIFA World Cup,world_cup_2018,0.22932606645436404,2018-06-22,international_results_csv-eaf6870035d5be4a632b,poisson,elo,poisson_minus_elo,0.0648480806641728
-0.12886405334753254,FIFA World Cup,world_cup_2018,-0.17140523514401607,2018-06-20,international_results_csv-ee9192c6070d95836525,poisson,elo,poisson_minus_elo,-0.0777782568043048
0.10649528756285803,FIFA World Cup,world_cup_2018,0.14082388383878564,2018-06-16,international_results_csv-f1d739e65b655a691b61,poisson,elo,poisson_minus_elo,0.030970583860290807
-0.3416749344043157,FIFA World Cup,world_cup_2018,-0.43546414192281524,2018-06-18,international_results_csv-f215c79ae29f188711bf,poisson,elo,poisson_minus_elo,-0.18245526382743057
0.05445047323815427,FIFA World Cup,world_cup_2018,0.07817160294517445,2018-07-02,international_results_csv-f37260854c9f5c04ed7b,poisson,elo,poisson_minus_elo,0.02043202989316864
-0.44925383238468186,FIFA World Cup,world_cup_2018,-0.5874986524545945,2018-06-28,international_results_csv-f4b51b57c166fb06bfec,poisson,elo,poisson_minus_elo,-0.2344560807773168
0.07164710222022622,FIFA World Cup,world_cup_2018,0.10238219188660708,2018-06-23,international_results_csv-f59235bb290bc59d94d8,poisson,elo,poisson_minus_elo,0.024854671586468396
-0.06528687410690148,UEFA Euro,euro_2024,-0.14235883016296658,2024-06-26,international_results_csv-f5f11a88f78aa295e0f8,poisson,elo,poisson_minus_elo,-0.008086241221554574
0.05072678700536726,Copa América,copa_america_2024,0.08811933958496976,2024-06-25,international_results_csv-f610cfaeb74e2edae166,poisson,elo,poisson_minus_elo,0.01161763620527334
-0.0863411869761257,UEFA Euro,euro_2024,-0.13058509306086075,2024-06-25,international_results_csv-f7f5df8d85a2631577aa,poisson,elo,poisson_minus_elo,-0.01843275219347623
-0.09596271927263977,FIFA World Cup,world_cup_2018,-0.20389830578590096,2018-06-16,international_results_csv-fa6505dfe75f6bf8b2f8,poisson,elo,poisson_minus_elo,-0.020572572357601793
-0.34102822451234327,FIFA World Cup,world_cup_2022,-0.531451838746291,2022-11-21,international_results_csv-fd78c781f2ad2ca2aea6,poisson,elo,poisson_minus_elo,-0.0762333803545765
0.35173887232290135,FIFA World Cup,world_cup_2022,0.4850047756196565,2022-12-01,international_results_csv-00a27f9ad5aa23730c88,dixon_coles,elo,dixon_coles_minus_elo,0.1519059693685737
0.007874051123669235,UEFA Euro,euro_2024,0.014666835789473254,2024-06-14,international_results_csv-00ca9eb2da1f93dafa93,dixon_coles,elo,dixon_coles_minus_elo,0.004387648483833523
0.09070459721228259,UEFA Euro,euro_2024,0.1386280796043335,2024-06-30,international_results_csv-01d853487e40e06b0dd6,dixon_coles,elo,dixon_coles_minus_elo,0.03123614324002933
0.1174575391606048,Copa América,copa_america_2024,0.2097800312151699,2024-06-25,international_results_csv-053c6c578ca7842cf4aa,dixon_coles,elo,dixon_coles_minus_elo,0.04103983711060753
0.016656201695209205,FIFA World Cup,world_cup_2022,0.02250239316720526,2022-11-30,international_results_csv-05bce2d6de741ae77f75,dixon_coles,elo,dixon_coles_minus_elo,-0.013128836090440132
-0.25934123019956634,FIFA World Cup,world_cup_2022,-0.3033168802953303,2022-11-30,international_results_csv-064a18ffdf283cf53f0d,dixon_coles,elo,dixon_coles_minus_elo,-0.15217422850067264
0.01484349583227712,FIFA World Cup,world_cup_2018,0.015919225060117892,2018-07-02,international_results_csv-06e35fd48600c0af0762,dixon_coles,elo,dixon_coles_minus_elo,-0.0014650758813834
0.10740745035244736,Copa América,copa_america_2024,0.12376710481330111,2024-06-24,international_results_csv-078d38951aa268590396,dixon_coles,elo,dixon_coles_minus_elo,0.04103849460556164
0.034504939547315816,FIFA World Cup,world_cup_2022,0.1341355910572979,2022-12-01,international_results_csv-083a7495e6b01a59a23e,dixon_coles,elo,dixon_coles_minus_elo,0.0030076540024343013
-0.12507965741043497,FIFA World Cup,world_cup_2018,-0.15709065655586774,2018-06-26,international_results_csv-08704102bb3f34a36601,dixon_coles,elo,dixon_coles_minus_elo,-0.07287631028156158
-0.09723214036487521,FIFA World Cup,world_cup_2022,-0.11344281160846714,2022-11-26,international_results_csv-0c11873de872f27abde2,dixon_coles,elo,dixon_coles_minus_elo,-0.06745184982054234
0.3604756280401903,Copa América,copa_america_2024,0.4937602106335101,2024-07-01,international_results_csv-0ccde3f3b100ac5784d7,dixon_coles,elo,dixon_coles_minus_elo,0.15987230452531861
0.049983530772640505,Copa América,copa_america_2024,0.0958687890603668,2024-06-20,international_results_csv-0da3fdd58b0bcb55a9c3,dixon_coles,elo,dixon_coles_minus_elo,0.016475368015848747
0.3174200298805633,FIFA World Cup,world_cup_2022,0.5697784980523981,2022-12-10,international_results_csv-0e7928798157c7c63e46,dixon_coles,elo,dixon_coles_minus_elo,0.14298717045288362
0.031725112037684605,FIFA World Cup,world_cup_2022,0.043585309944608075,2022-12-04,international_results_csv-0f95621134a4fb0d6bf9,dixon_coles,elo,dixon_coles_minus_elo,0.00627683289656869
-0.2964729248767326,UEFA Euro,euro_2024,-0.5363046027966607,2024-06-17,international_results_csv-0fa1a1ae832ba71ee709,dixon_coles,elo,dixon_coles_minus_elo,-0.165073893962572
0.017440609376684534,UEFA Euro,euro_2024,0.036434449924737905,2024-06-30,international_results_csv-11619d81a979cc5fe28d,dixon_coles,elo,dixon_coles_minus_elo,0.005724165846811794
-0.1903528066602725,FIFA World Cup,world_cup_2022,-0.24734550925883236,2022-12-01,international_results_csv-11e2bd3b4a7ef125ac5f,dixon_coles,elo,dixon_coles_minus_elo,-0.10162300518049892
-0.1824883162462676,FIFA World Cup,world_cup_2022,-0.3246661263497015,2022-11-23,international_results_csv-1252b10377cebb51c211,dixon_coles,elo,dixon_coles_minus_elo,-0.03128627258026154
-0.011438106027178152,FIFA World Cup,world_cup_2022,-0.021639163964703223,2022-12-13,international_results_csv-12c013cde27369d2c962,dixon_coles,elo,dixon_coles_minus_elo,-0.01232686355010753
0.0779159224248819,FIFA World Cup,world_cup_2018,0.1029737844875333,2018-06-24,international_results_csv-14b18a7085e0239d664b,dixon_coles,elo,dixon_coles_minus_elo,0.01938997714245847
0.01278304203840197,FIFA World Cup,world_cup_2022,0.010378686592504294,2022-12-02,international_results_csv-161dcc18bad0fded5fb3,dixon_coles,elo,dixon_coles_minus_elo,-0.006765075682342206
0.03298902646322044,FIFA World Cup,world_cup_2018,0.07137668531456431,2018-06-30,international_results_csv-18df55c3b1141842f275,dixon_coles,elo,dixon_coles_minus_elo,0.001527390498171577
-0.1540379222259709,FIFA World Cup,world_cup_2022,-0.25256986510361523,2022-11-22,international_results_csv-18fbcaa0c3182f0c0566,dixon_coles,elo,dixon_coles_minus_elo,-0.03275238211763423
-0.05143911076615759,FIFA World Cup,world_cup_2022,-0.07506826682988632,2022-11-29,international_results_csv-196eb4a0f0050406cf68,dixon_coles,elo,dixon_coles_minus_elo,-0.02473193587785341
0.09844229845759611,FIFA World Cup,world_cup_2022,0.1301350511783511,2022-11-24,international_results_csv-1c49ea36172f315bb21e,dixon_coles,elo,dixon_coles_minus_elo,0.02747021814483923
-0.27717072907038165,FIFA World Cup,world_cup_2022,-0.46478713923609893,2022-11-22,international_results_csv-1e226147e62452b3ea57,dixon_coles,elo,dixon_coles_minus_elo,-0.06181860986537413
-0.17585232404547824,FIFA World Cup,world_cup_2022,-0.35041279620794463,2022-11-28,international_results_csv-22190c2529f0255220ef,dixon_coles,elo,dixon_coles_minus_elo,-0.028964015930325188
-0.07165563240575068,FIFA World Cup,world_cup_2018,-0.09204198783078466,2018-06-25,international_results_csv-233980863f63a0dec852,dixon_coles,elo,dixon_coles_minus_elo,-0.03655111638730266
0.14602562443240671,Copa América,copa_america_2024,0.2591354521620189,2024-06-29,international_results_csv-23d53bd9024994449cfa,dixon_coles,elo,dixon_coles_minus_elo,0.04933409839278326
-0.05186377344856208,FIFA World Cup,world_cup_2022,-0.062489208855038836,2022-12-14,international_results_csv-2407444965a7eba16705,dixon_coles,elo,dixon_coles_minus_elo,-0.04334561372892412
-0.17523076764177092,UEFA Euro,euro_2024,-0.2562939710304031,2024-06-25,international_results_csv-24c2c52b47c2ed90ed03,dixon_coles,elo,dixon_coles_minus_elo,-0.09635801950180539
-0.1753428716741171,UEFA Euro,euro_2024,-0.22683609960271567,2024-06-15,international_results_csv-24f86e3c6e66608c5c74,dixon_coles,elo,dixon_coles_minus_elo,-0.09927784719382093
