accuracy,brier_score,calibration_error,competition_weight_profile,fold,home_advantage,inactivity_regression,k_base,log_loss,margin_of_victory,matches,method,ranked_probability_score
0.5625,0.6061597492197658,0.10372195693326569,compressed,euro_2024,75.0,off,15.0,1.0201175138746907,off,48,elo_simple,0.1975585836708582
0.6785714285714286,0.48498603935659274,0.158422719734983,compressed,copa_america_2024,75.0,off,15.0,0.8448785154937976,off,28,elo_simple,0.16807761657139023
0.5833333333333334,0.5852544787129692,0.09816915601235743,compressed,world_cup_2018,75.0,off,15.0,0.9795790870961498,off,60,ordinal_logistic,0.2253447425099527
0.5423728813559322,0.5885619865595629,0.06280688728334329,compressed,world_cup_2022,75.0,off,15.0,1.000724051797753,off,59,ordinal_logistic,0.22530977765266605
0.5416666666666666,0.618444312416871,0.14724785372735968,compressed,euro_2024,75.0,off,15.0,1.040745913893356,off,48,ordinal_logistic,0.20160194759935043
0.6785714285714286,0.44839695814230224,0.1161780119068853,compressed,copa_america_2024,75.0,off,15.0,0.7849310711705407,off,28,ordinal_logistic,0.15575333649649292
0.5833333333333334,0.5832658991244177,0.08657788330356435,compressed,world_cup_2018,75.0,off,15.0,0.9749519455827598,off,60,multinomial_logistic,0.22499500460359081
0.5423728813559322,0.5901051445183096,0.09593593052050393,compressed,world_cup_2022,75.0,off,15.0,1.0173990032821263,off,59,multinomial_logistic,0.22555033853697737
0.5625,0.6162592675065094,0.13846773561750633,compressed,euro_2024,75.0,off,15.0,1.0418956089698257,off,48,multinomial_logistic,0.20121152336977807
0.6785714285714286,0.4508553625002137,0.1230805827671847,compressed,copa_america_2024,75.0,off,15.0,0.789548221963475,off,28,multinomial_logistic,0.1558270157901189
0.5666666666666667,0.5810747054497271,0.10678633546499783,compressed,world_cup_2018,75.0,two_years_10pct,15.0,0.9710650763730533,off,60,elo_simple,0.22376139593798194
0.5423728813559322,0.5934675123188189,0.08949668009707902,compressed,world_cup_2022,75.0,two_years_10pct,15.0,1.0077647892479666,off,59,elo_simple,0.22476751962173402
0.5625,0.6061591723122514,0.10371291961133634,compressed,euro_2024,75.0,two_years_10pct,15.0,1.0201151895091363,off,48,elo_simple,0.19755829521710097
0.7142857142857143,0.4854838365859662,0.14894429530495357,compressed,copa_america_2024,75.0,two_years_10pct,15.0,0.8455612484757384,off,28,elo_simple,0.16832651518607697
0.5833333333333334,0.5843286374173335,0.08946573306881019,compressed,world_cup_2018,75.0,two_years_10pct,15.0,0.9778644574850649,off,60,ordinal_logistic,0.22513228775840377
0.5423728813559322,0.5888622273309185,0.0605967978138106,compressed,world_cup_2022,75.0,two_years_10pct,15.0,1.0009972873918396,off,59,ordinal_logistic,0.22543847055313876
0.5416666666666666,0.6187513275306774,0.1421866451822317,compressed,euro_2024,75.0,two_years_10pct,15.0,1.0413568031041285,off,48,ordinal_logistic,0.2016844978354599
0.6785714285714286,0.44906027303443574,0.1293666697151515,compressed,copa_america_2024,75.0,two_years_10pct,15.0,0.7857487221311231,off,28,ordinal_logistic,0.15605731838689782
0.5833333333333334,0.5835741662283398,0.0865324510608313,compressed,world_cup_2018,75.0,two_years_10pct,15.0,0.9754395925712963,off,60,multinomial_logistic,0.22511317453096383
0.5423728813559322,0.5904126059108551,0.08225011462365844,compressed,world_cup_2022,75.0,two_years_10pct,15.0,1.0175166186263567,off,59,multinomial_logistic,0.22568172359066288
0.5625,0.6165375588466512,0.1361307852109804,compressed,euro_2024,75.0,two_years_10pct,15.0,1.0424346913773757,off,48,multinomial_logistic,0.20129540588884212
0.6785714285714286,0.45153299146608056,0.12081187772709677,compressed,copa_america_2024,75.0,two_years_10pct,15.0,0.7904110161194179,off,28,multinomial_logistic,0.15615464139872584
0.6,0.5765090800855517,0.10184269835865815,compressed,world_cup_2018,75.0,off,15.0,0.9649992445269144,modest,60,elo_simple,0.22147858325589428
0.559322033898305,0.5941004673892478,0.08123448606027445,compressed,world_cup_2022,75.0,off,15.0,1.0121436603214686,modest,59,elo_simple,0.22508399715694857
0.5625,0.6038508852120253,0.1144704406949798,compressed,euro_2024,75.0,off,15.0,1.0171968338216235,modest,48,elo_simple,0.19640415166698796
0.7142857142857143,0.4805494927869021,0.140815110676054,compressed,copa_america_2024,75.0,off,15.0,0.837539792986251,modest,28,elo_simple,0.16585934328654486
