accuracy,brier_score,calibration_error,fold,log_loss,matches,ranked_probability_score
0.6785714285714286,0.4424612810990655,0.10709009138306785,copa_america_2024,0.7790367546733273,28,0.15254757145376716
0.5416666666666666,0.6147994828920907,0.13295615520147874,euro_2024,1.0321358383956158,48,0.20054676353995218
0.5833333333333334,0.5704474454187258,0.10298436281000627,world_cup_2018,0.9577978534931647,60,0.21879312694366818
0.559322033898305,0.6020831734656665,0.07179791185329018,world_cup_2022,1.019243752807535,59,0.23201759692225407
