schema_version,prediction_id,prediction_run_id,source_fixture_id,match_id,source,prediction_created_at_utc,data_cutoff_utc,kickoff_utc,hours_before_kickoff,home_team_id,away_team_id,home_team_name,away_team_name,home_elo_pre,away_elo_pre,expected_home_goals,expected_away_goals,probability_home_win,probability_draw,probability_away_win,modal_score,score_probabilities_json,score_probability_mass,residual_probability,model_family,model_version,selected_config_json,selected_config_checksum,dataset_revision,dataset_checksum,live_snapshot_checksum,prediction_context,prediction_status,competition,stage,training_matches,live_finished_2026_matches
world_cup_prediction_v1,c1c9acfd8e4ab898bd0ad93e,004cc16b74416c7f988a33f2,537389,world_cup_2026_football_data:537389,world_cup_2026_football_data,2026-07-17T20:59:14+00:00,2026-07-17T20:58:09.786500+00:00,2026-07-18T21:00:00+00:00,24.0127777778,france,england,France,England,2125.6464031636,2038.0442407143,1.2937980049,1.2148820801,0.4681552068,0.1869071954,0.3449375977,1-1,"{""0-0"":0.08137557722778525,""0-1"":0.09886173053384702,""0-10"":1.570624293832115e-07,""0-2"":0.06005267241784813,""0-3"":0.024318971861349258,""0-4"":0.007386170780353038,""0-5"":0.0017946653043584445,""0-6"":0.0003633844530144619,""0-7"":6.306703716617393e-05,""0-8"":9.57737666246858e-06,""0-9"":1.2928203646487136e-06,""1-0"":0.1052835594669101,""1-1"":0.1279071097281015,""1-10"":2.032070577846366e-07,""1-2"":0.07769602776461268,""1-3"":0.031463837276035286,""1-4"":0.009556213019654392,""1-5"":0.0023219343902866605,""1-6"":0.0004701460803307896,""1-7"":8.159600686211214e-05,""1-8"":1.23911908183149e-05,""1-9"":1.672648408508619e-06,""10-0"":2.947106433026976e-07,""10-1"":3.5803867937049546e-07,""10-10"":5.688189402656059e-13,""10-2"":2.1748738777937965e-07,""10-3"":8.807384335543965e-08,""10-4"":2.67498335050603e-08,""10-5"":6.499578674323877e-09,""10-6"":1.3160369432995498e-09,""10-7"":2.284042427424034e-10,""10-8"":3.468552769152723e-11,""10-9"":4.682091781345391e-12,""2-0"":0.06810782959483333,""2-1"":0.08274298169095566,""2-10"":1.3145444297419763e-07,""2-2"":0.050261482856217704,""2-3"":0.02035392494750603,""2-4"":0.006181904669732482,""2-5"":0.0015020570408595469,""2-6"":0.0003041370303775881,""2-7"":5.2784375444014265e-05,""2-8"":8.015848979688973e-06,""2-9"":1.0820345869345216e-06,""3-0"":0.029372591349850524,""3-1"":0.03568423487776174,""3-10"":5.6691832019504616e-08,""3-2"":0.021676068747978332,""3-3"":0.008777955829823936,""3-4"":0.0026660453094450014,""3-5"":0.0006477861342490952,""3-6"":0.0001311639610420892,""3-7"":2.2764106546888558e-05,""3-8"":3.456963139233282e-06,""3-9"":4.666447299451605e-07,""4-0"":0.00950055002197679,""4-1"":0.011542047973028756,""4-10"":1.8336944790591313e-08,""4-2"":0.007011113625186629,""4-3"":0.0028392254349859903,""4-4"":0.0008623310255997459,""4-5"":0.0002095261020273521,""4-6"":4.2424917778571314e-05,""4-7"":7.363038908564827e-06,""4-8"":1.1181530031596223e-06,""4-9"":1.5093600515292665e-07,""5-0"":0.0024583585328243097,""5-1"":0.0029866157280501173,""5-10"":4.744860517296538e-09,""5-2"":0.0018141929641134662,""5-3"":0.0007346768406633072,""5-4"":0.00022313643210113634,""5-5"":5.421689055653038e-05,""5-6"":1.0977854796202593e-05,""5-7"":1.9052570100169253e-06,""5-8"":2.8933282493771183e-07,""5-9"":3.905614046763426e-08,""6-0"":0.0005301032275263127,""6-1"":0.0006440129117380301,""6-10"":1.0231485118207622e-09,""6-2"":0.00039119987291975954,""6-3"":0.00015842057178576995,""6-4"":4.8115578446413594e-05,""6-5"":1.1690950805877267e-05,""6-6"":2.3671877722801215e-06,""6-7"":4.1083628640480506e-07,""6-8"":6.238970527727655e-08,""6-9"":8.421792769514461e-09,""7-0"":9.797807116824639e-05,""7-1"":0.00011903180290749362,""7-10"":1.891067861907785e-10,""7-2"":7.230480215862978e-05,""7-3"":2.928060281649578e-05,""7-4"":8.893119914253024e-06,""7-5"":2.160818404045377e-06,""7-6"":4.375232595797617e-07,""7-7"":7.593416681446259e-08,""7-8"":1.1531382316512112e-08,""7-9"":1.5565855261553804e-09,""8-0"":1.5845479125481787e-05,""8-1"":1.9250388640539208e-05,""8-10"":3.058324783642053e-11,""8-2"":1.1693476097414425e-05,""8-3"":4.735398188372105e-06,""8-4"":1.438237600327163e-06,""8-5"":3.4945781751982923e-07,""8-6"":7.075834004405975e-08,""8-7"":1.2280434191272048e-08,""8-8"":1.864909929391018e-09,""8-9"":2.5173840602932554e-10,""9-0"":2.277872142180603e-06,""9-1"":2.767346046350676e-06,""9-10"":4.3965050038756305e-12,""9-2"":1.6809995606078075e-06,""9-3"":6.807387476266889e-07,""9-4"":2.0675432643456357e-07,""9-5"":5.023642523472438e-08,""9-6"":1.0171888797865883e-08,""9-7"":1.7653779173641896e-09,""9-8"":2.680907495567214e-10,""9-9"":3.618873860929812e-11}",0.9999997989,0.0000002011,contextual_challenger,contextual_logit_v1,"{""calibration_method"":""temperature_scaling"",""feature_set_version"":""contextual_level_a_v1"",""features"":{""base"":[""base_poisson_prob_home_win"",""base_poisson_prob_draw"",""base_poisson_prob_away_win"",""base_poisson_expected_home_goals"",""base_poisson_expected_away_goals"",""base_poisson_logit_home_win"",""base_poisson_logit_draw"",""base_poisson_logit_away_win"",""base_poisson_log_home_away_ratio"",""home_elo_pre"",""away_elo_pre"",""elo_difference_pre"",""neutral"",""competition_category""],""contextual"":[]},""folds_version"":""tournament_validation_v1"",""hyperparameters"":{""c"":1.0,""max_iter"":1000,""name"":""logit_c_1_0""},""model_name"":""contextual_logit_v1"",""promotion_status"":""shadow_monitoring"",""random_seed"":2026,""schema_version"":""shadow_contextual_selected_config_v1"",""selected_ablation"":""contextual_logistic""}",a1233eb882d72352911b1ede23e3729e2d946f34199174327c6a7a81c43f808c,shadow_contextual_dataset_v1:cf868d45bd64a017,cf868d45bd64a01768ce347d65e132f9eca5841487e27f1a52ef00aecc038c56,c0a9550fed4bb7be7c1e2bfe68d7625b82aa8b5619a0e021b403c20283fd11a6,shadow_contextual_v1,prospective,FIFA World Cup,THIRD_PLACE,23854,90
world_cup_prediction_v1,3ac57dc5e780b0b58e2e936c,004cc16b74416c7f988a33f2,537390,world_cup_2026_football_data:537390,world_cup_2026_football_data,2026-07-17T20:59:14+00:00,2026-07-17T20:58:09.786500+00:00,2026-07-19T19:00:00+00:00,46.0127777778,spain,argentina,Spain,Argentina,2235.1977456594,2153.4129058576,1.0759091101,1.1281584980,0.4262517560,0.1985848321,0.3751634120,1-1,"{""0-0"":0.11035336993253549,""0-1"":0.1244960920766266,""0-10"":1.0156024936858291e-07,""0-2"":0.07022566212444337,""0-3"":0.026408559168701093,""0-4"":0.007448260111783686,""0-5"":0.001680563588142671,""0-6"":0.00031599034890966596,""0-7"":5.092674248867638e-05,""0-8"":7.181679664505232e-06,""0-9"":9.002303270783491e-07,""1-0"":0.11873019604336739,""1-1"":0.13394647964015624,""1-10"":1.0926959752218667e-07,""1-2"":0.07555642964422218,""1-3"":0.0284132093948706,""1-4"":0.008013650908845897,""1-5"":0.0018081336746264215,""1-6"":0.00033997689510336727,""1-7"":5.479254619253754e-05,""1-8"":7.726834577037914e-06,""1-9"":9.685660101140632e-07,""10-0"":6.320892667151575e-08,""10-1"":7.130968777639176e-08,""10-10"":5.817234542999621e-14,""10-2"":4.022431512872054e-08,""10-3"":1.5126467646754352e-08,""10-4"":4.266263255249315e-09,""10-5"":9.626042292561715e-10,""10-6"":1.8099502358059835e-10,""10-7"":2.9170153422173345e-11,""10-8"":4.113569559040626e-12,""10-9"":5.156398283673385e-13,""2-0"":0.06387144978497061,""2-1"":0.07205711885698309,""2-10"":5.8782077716885684e-08,""2-2"":0.04064592549135432,""2-3"":0.015285015417909876,""2-4"":0.004310980009092876,""2-5"":0.0009726937464268373,""2-6"":0.00018289211933679778,""2-7"":2.9475899807737633e-05,""2-8"":4.156685856930507e-06,""2-9"":5.210444970193883e-07,""3-0"":0.022906624900172385,""3-1"":0.025842303542520245,""3-10"":2.10813909758836e-08,""3-2"":0.014577107175198225,""3-3"":0.005481762445508177,""3-4"":0.0015460742217827156,""3-5"":0.00034884335438062743,""3-6"":6.559176578815336e-05,""3-7"":1.0571129710755162e-05,""3-8"":1.4907387271325668e-06,""3-9"":1.8686550704115364e-07,""4-0"":0.006161361603075739,""4-1"":0.006950992452000824,""4-10"":5.670415151263036e-09,""4-2"":0.003920910602264688,""4-3"":0.0014744695386653172,""4-4"":0.0004158588350362144,""4-5"":9.383093574613718e-05,""4-6"":1.7642694590158666e-05,""4-7"":2.8433936900276327e-06,""4-8"":4.009748443343776e-07,""4-9"":5.026257534840843e-08,""5-0"":0.0013258130159042457,""5-1"":0.0014957272207030332,""5-10"":1.2201702638865164e-09,""5-2"":0.0008437086873921586,""5-3"":0.00031727904185025244,""5-4"":8.948526182825501e-05,""5-5"":2.0190711716157395e-05,""5-6"":3.7963871673396157e-06,""5-7"":6.118466349543187e-07,""5-8"":8.628249759003174e-08,""5-9"":1.0815592543135568e-08,""6-0"":0.0002377423836888629,""6-1"":0.0002682110905026289,""6-10"":2.1879871713644436e-10,""6-2"":0.00015129231050941828,""6-3"":5.689390192971626e-05,""6-4"":1.60463347371511e-05,""6-5"":3.620561779218944e-06,""6-6"":6.807612564834829e-07,""6-7"":1.0971522809107415e-07,""6-8"":1.547202086690347e-08,""6-9"":1.9394324247592463e-09,""7-0"":3.654131378194154e-05,""7-1"":4.122439367260539e-05,""7-10"":3.3629647578668655e-11,""7-2"":2.3253825024126588e-05,""7-3"":8.744666770959786e-06,""7-4"":2.4663425325442912e-06,""7-5"":5.564850574329528e-07,""7-6"":1.0463389109578046e-07,""7-7"":1.686337334608392e-08,""7-8"":2.3780697432485264e-09,""7-9"":2.980932877527939e-10,""8-0"":4.914391549239159e-06,""8-1"":5.544212588964991e-06,""8-10"":4.5228055250212515e-12,""8-2"":3.1273752735877103e-06,""8-3"":1.176058330484961e-06,""8-4"":3.316950499315291e-07,""8-5"":7.484091786754212e-08,""8-6"":1.4072069582217208e-08,""8-7"":2.267932126310551e-09,""8-8"":3.198233626591011e-10,""8-9"":4.009016049502889e-11,""9-0"":5.874931820606514e-07,""9-1"":6.627854258816718e-07,""9-10"":5.40680851965815e-13,""9-2"":3.738635052923886e-07,""9-3"":1.405924302007469e-07,""9-4"":3.9652636222730365e-08,""9-5"":8.946891704864124e-09,""9-6"":1.6822519846461186e-09,""9-7"":2.7112098176020277e-10,""9-8"":3.8233429946179716e-11,""9-9"":4.792596544773309e-12}",0.9999999453,0.0000000547,contextual_challenger,contextual_logit_v1,"{""calibration_method"":""temperature_scaling"",""feature_set_version"":""contextual_level_a_v1"",""features"":{""base"":[""base_poisson_prob_home_win"",""base_poisson_prob_draw"",""base_poisson_prob_away_win"",""base_poisson_expected_home_goals"",""base_poisson_expected_away_goals"",""base_poisson_logit_home_win"",""base_poisson_logit_draw"",""base_poisson_logit_away_win"",""base_poisson_log_home_away_ratio"",""home_elo_pre"",""away_elo_pre"",""elo_difference_pre"",""neutral"",""competition_category""],""contextual"":[]},""folds_version"":""tournament_validation_v1"",""hyperparameters"":{""c"":1.0,""max_iter"":1000,""name"":""logit_c_1_0""},""model_name"":""contextual_logit_v1"",""promotion_status"":""shadow_monitoring"",""random_seed"":2026,""schema_version"":""shadow_contextual_selected_config_v1"",""selected_ablation"":""contextual_logistic""}",a1233eb882d72352911b1ede23e3729e2d946f34199174327c6a7a81c43f808c,shadow_contextual_dataset_v1:cf868d45bd64a017,cf868d45bd64a01768ce347d65e132f9eca5841487e27f1a52ef00aecc038c56,c0a9550fed4bb7be7c1e2bfe68d7625b82aa8b5619a0e021b403c20283fd11a6,shadow_contextual_v1,prospective,FIFA World Cup,FINAL,23854,90
