ablation_a,brier_score_delta,competition,fold,log_loss_delta,match_date,match_id,model_a,model_b,pair,ranked_probability_score_delta
lgbm_contextual,-0.2759363641,FIFA World Cup,world_cup_2022,-0.4013509706,2022-12-01,international_results_csv-00a27f9ad5aa23730c88,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.1087933037
lgbm_contextual,0.0287634959,UEFA Euro,euro_2024,0.0366830618,2024-06-14,international_results_csv-00ca9eb2da1f93dafa93,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0045358852
lgbm_contextual,-0.1391957703,UEFA Euro,euro_2024,-0.2377198110,2024-06-30,international_results_csv-01d853487e40e06b0dd6,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0470137325
lgbm_contextual,-0.0749245604,Copa América,copa_america_2024,-0.1201786339,2024-06-25,international_results_csv-053c6c578ca7842cf4aa,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0254667338
lgbm_contextual,-0.2433103844,FIFA World Cup,world_cup_2022,-0.3531228780,2022-11-30,international_results_csv-05bce2d6de741ae77f75,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0845181990
lgbm_contextual,0.4411986375,FIFA World Cup,world_cup_2022,0.7591537824,2022-11-30,international_results_csv-064a18ffdf283cf53f0d,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.2457852847
lgbm_contextual,-0.0911482092,FIFA World Cup,world_cup_2018,-0.1598536370,2018-07-02,international_results_csv-06e35fd48600c0af0762,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0277910897
lgbm_contextual,-0.1671080757,Copa América,copa_america_2024,-0.2535299690,2024-06-24,international_results_csv-078d38951aa268590396,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0561413014
lgbm_contextual,0.0900353423,FIFA World Cup,world_cup_2022,-0.0049163869,2022-12-01,international_results_csv-083a7495e6b01a59a23e,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0667579900
lgbm_contextual,0.0971727527,FIFA World Cup,world_cup_2018,0.1263646199,2018-06-26,international_results_csv-08704102bb3f34a36601,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0542890921
lgbm_contextual,-0.0860908467,FIFA World Cup,world_cup_2022,-0.1149254428,2022-11-26,international_results_csv-0c11873de872f27abde2,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0274829256
lgbm_contextual,-0.0252942770,Copa América,copa_america_2024,-0.0366130794,2024-07-01,international_results_csv-0ccde3f3b100ac5784d7,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0079289064
lgbm_contextual,-0.0363740833,Copa América,copa_america_2024,-0.0690436777,2024-06-20,international_results_csv-0da3fdd58b0bcb55a9c3,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0129410103
lgbm_contextual,-0.0915521867,FIFA World Cup,world_cup_2022,-0.3233912765,2022-12-10,international_results_csv-0e7928798157c7c63e46,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0188025226
lgbm_contextual,-0.1200644919,FIFA World Cup,world_cup_2022,-0.1777537415,2022-12-04,international_results_csv-0f95621134a4fb0d6bf9,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0399279449
lgbm_contextual,0.1778555727,UEFA Euro,euro_2024,0.4740698965,2024-06-17,international_results_csv-0fa1a1ae832ba71ee709,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0913053410
lgbm_contextual,-0.0292477785,UEFA Euro,euro_2024,-0.0647492440,2024-06-30,international_results_csv-11619d81a979cc5fe28d,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0093620473
lgbm_contextual,0.0718306499,FIFA World Cup,world_cup_2022,0.0942470168,2022-12-01,international_results_csv-11e2bd3b4a7ef125ac5f,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0250917222
lgbm_contextual,0.1173145304,FIFA World Cup,world_cup_2022,0.1761208126,2022-11-23,international_results_csv-1252b10377cebb51c211,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0244595503
lgbm_contextual,-0.0877002834,FIFA World Cup,world_cup_2022,-0.1428457101,2022-12-13,international_results_csv-12c013cde27369d2c962,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0295923076
lgbm_contextual,-0.0977958719,FIFA World Cup,world_cup_2018,-0.1449203562,2018-06-24,international_results_csv-14b18a7085e0239d664b,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0361975140
lgbm_contextual,-0.0516331040,FIFA World Cup,world_cup_2022,-0.0840316215,2022-12-02,international_results_csv-161dcc18bad0fded5fb3,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0207830817
lgbm_contextual,-0.0726418918,FIFA World Cup,world_cup_2018,-0.2322648408,2018-06-30,international_results_csv-18df55c3b1141842f275,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0009662317
lgbm_contextual,-0.0157102276,FIFA World Cup,world_cup_2022,-0.0235910152,2022-11-22,international_results_csv-18fbcaa0c3182f0c0566,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0033096015
lgbm_contextual,-0.0309827188,FIFA World Cup,world_cup_2022,-0.0490577796,2022-11-29,international_results_csv-196eb4a0f0050406cf68,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0144726796
lgbm_contextual,-0.1415535014,FIFA World Cup,world_cup_2022,-0.1936041453,2022-11-24,international_results_csv-1c49ea36172f315bb21e,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0574126300
lgbm_contextual,0.1392863226,FIFA World Cup,world_cup_2022,0.1474109995,2022-11-22,international_results_csv-1e226147e62452b3ea57,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0424129821
lgbm_contextual,0.0041507979,FIFA World Cup,world_cup_2022,0.0286983299,2022-11-28,international_results_csv-22190c2529f0255220ef,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0033289865
lgbm_contextual,0.0317360259,FIFA World Cup,world_cup_2018,0.0453761869,2018-06-25,international_results_csv-233980863f63a0dec852,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0089209285
lgbm_contextual,-0.0554778091,Copa América,copa_america_2024,-0.0810019387,2024-06-29,international_results_csv-23d53bd9024994449cfa,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0179557331
lgbm_contextual,-0.0737278354,FIFA World Cup,world_cup_2022,-0.1563127211,2022-12-14,international_results_csv-2407444965a7eba16705,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0004723693
lgbm_contextual,-0.0550597715,UEFA Euro,euro_2024,-0.1288430460,2024-06-25,international_results_csv-24c2c52b47c2ed90ed03,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0165855256
lgbm_contextual,-0.0413307584,UEFA Euro,euro_2024,-0.0569309560,2024-06-15,international_results_csv-24f86e3c6e66608c5c74,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0156731663
lgbm_contextual,-0.0057428192,FIFA World Cup,world_cup_2022,0.0141453779,2022-12-01,international_results_csv-27247d6b90ecb388da92,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0053139824
lgbm_contextual,-0.0263866706,UEFA Euro,euro_2024,-0.2400561968,2024-06-29,international_results_csv-2827401cd7c0cbf3b964,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0223809153
lgbm_contextual,0.0093981760,Copa América,copa_america_2024,0.0108805727,2024-06-22,international_results_csv-289f7040a7fe85079367,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0013266451
lgbm_contextual,-0.0597150896,Copa América,copa_america_2024,-0.1213328417,2024-07-06,international_results_csv-28d8e0b020f13d8fa6ec,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0171625628
lgbm_contextual,-0.0307813660,FIFA World Cup,world_cup_2022,-0.0430828254,2022-11-26,international_results_csv-298391a54cc47ab0d485,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0116226741
lgbm_contextual,-0.1051173708,FIFA World Cup,world_cup_2022,-0.1552928639,2022-11-21,international_results_csv-2bba41828f4e577b6277,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0445778677
lgbm_contextual,-0.0970254119,FIFA World Cup,world_cup_2018,-0.1798170344,2018-07-15,international_results_csv-2df80065485235a27c37,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0126041442
lgbm_contextual,-0.0157623974,Copa América,copa_america_2024,-0.0266774801,2024-06-23,international_results_csv-309ada293c57c2d80d6c,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0065159137
lgbm_contextual,-0.1125419812,FIFA World Cup,world_cup_2022,-0.1506237264,2022-11-27,international_results_csv-30ed4182efd761210802,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0554446164
lgbm_contextual,-0.2402334594,UEFA Euro,euro_2024,-0.3544143596,2024-06-29,international_results_csv-333cb5e5a3ea47ecedc7,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0959257533
lgbm_contextual,-0.0122567457,FIFA World Cup,world_cup_2018,-0.0475922930,2018-06-17,international_results_csv-33da39b79b9b27736b6f,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0012160902
lgbm_contextual,-0.0709834826,Copa América,copa_america_2024,-0.1515758752,2024-07-09,international_results_csv-346aebd88aafddb08f57,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0238929092
lgbm_contextual,-0.0104365430,UEFA Euro,euro_2024,-0.0159037269,2024-06-22,international_results_csv-34c2e4049c0ad5037d57,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0040418559
lgbm_contextual,-0.2222216767,FIFA World Cup,world_cup_2022,-0.3142788095,2022-12-02,international_results_csv-35717f8071b5f4211215,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0924633991
lgbm_contextual,0.1463629927,FIFA World Cup,world_cup_2022,0.2065067939,2022-11-28,international_results_csv-35896ed19631ca5a0b21,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0652305914
lgbm_contextual,0.1998315951,UEFA Euro,euro_2024,0.2755541199,2024-06-25,international_results_csv-35c4816ffbbfa1cddaee,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0559685706
lgbm_contextual,0.0785132176,FIFA World Cup,world_cup_2022,0.0784147881,2022-12-17,international_results_csv-35c6633f76d276ba2e53,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0577378492
lgbm_contextual,0.2710218844,FIFA World Cup,world_cup_2018,0.5627168195,2018-06-15,international_results_csv-36afee440f9a514e91ce,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0471944778
lgbm_contextual,-0.1735284984,Copa América,copa_america_2024,-0.2664183096,2024-07-02,international_results_csv-375c5266c31284ecab1b,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0751661277
lgbm_contextual,0.0358785230,UEFA Euro,euro_2024,0.0156205303,2024-06-26,international_results_csv-37b4552ad95a2a573ddc,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0210846682
lgbm_contextual,0.0321200892,UEFA Euro,euro_2024,-0.0010329625,2024-06-22,international_results_csv-394a96637e654dc19cce,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0162457773
lgbm_contextual,-0.2394862763,FIFA World Cup,world_cup_2018,-0.3401583593,2018-06-15,international_results_csv-3a3f96c0a49521e3fc84,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0776290017
lgbm_contextual,-0.1087529898,FIFA World Cup,world_cup_2022,-0.1434311672,2022-11-21,international_results_csv-3cb529d3b76aa52f433f,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0409119609
lgbm_contextual,0.2189265574,FIFA World Cup,world_cup_2022,0.3793610182,2022-11-27,international_results_csv-3d80035efd18e54e8f66,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.1144423980
lgbm_contextual,0.1814959360,FIFA World Cup,world_cup_2022,0.1850441787,2022-12-02,international_results_csv-3dbdd6db150f012fe6ac,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0981841020
lgbm_contextual,-0.0496128335,UEFA Euro,euro_2024,-0.1664664478,2024-07-02,international_results_csv-3e4906bb3d0a6c9878ef,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0049054032
lgbm_contextual,0.0330207116,UEFA Euro,euro_2024,0.0578035424,2024-06-20,international_results_csv-412816b6da7660a82823,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0055063221
lgbm_contextual,-0.0156951145,UEFA Euro,euro_2024,-0.1423448989,2024-07-14,international_results_csv-425042cdb61725c4ce1d,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0275801477
lgbm_contextual,-0.0292360184,FIFA World Cup,world_cup_2022,-0.0367097082,2022-11-23,international_results_csv-42770c114dfcbdab344a,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0167367952
lgbm_contextual,-0.1572084854,Copa América,copa_america_2024,-0.2232538079,2024-07-14,international_results_csv-42887385aa7147490c72,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0446920544
lgbm_contextual,-0.0855605064,UEFA Euro,euro_2024,-0.1659022855,2024-07-05,international_results_csv-42fe435cac357dd1e008,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0219302372
lgbm_contextual,-0.0348853252,FIFA World Cup,world_cup_2018,-0.0597415102,2018-06-27,international_results_csv-43e7d573120c11c89643,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0096819613
lgbm_contextual,0.1556947262,UEFA Euro,euro_2024,0.2767253478,2024-06-24,international_results_csv-45b545616685abb8f8a6,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0258647605
lgbm_contextual,0.0164167471,FIFA World Cup,world_cup_2022,0.0217189218,2022-11-20,international_results_csv-466216ee9a5e2c3fc300,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0079356403
lgbm_contextual,-0.0403430007,FIFA World Cup,world_cup_2022,-0.0572290750,2022-11-26,international_results_csv-472f71ee4301875a403b,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0089816478
lgbm_contextual,0.0376880563,FIFA World Cup,world_cup_2022,0.0626635004,2022-11-25,international_results_csv-48eb64712c77094c0faf,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0062783379
lgbm_contextual,0.3310250918,UEFA Euro,euro_2024,0.2746834931,2024-07-09,international_results_csv-4932c88aa7fd2f79f650,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.1969962171
lgbm_contextual,-0.1136962367,UEFA Euro,euro_2024,-0.1847971525,2024-07-10,international_results_csv-4ab1e50f59e6f2bae34b,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0299533975
lgbm_contextual,0.0773705003,UEFA Euro,euro_2024,0.1032222759,2024-06-15,international_results_csv-4f1d5472bcd4fd8cfe55,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0318378285
lgbm_contextual,-0.0916530186,UEFA Euro,euro_2024,-0.1270731719,2024-06-21,international_results_csv-4fa4c3967ebed6758154,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0293444031
lgbm_contextual,-0.0800706206,Copa América,copa_america_2024,-0.1187767172,2024-06-26,international_results_csv-50a81cdbee8b6179cac8,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0277269674
lgbm_contextual,-0.1160131366,UEFA Euro,euro_2024,-0.1918230855,2024-07-02,international_results_csv-51ad039cd8b4efa28464,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0393896573
lgbm_contextual,-0.0683974925,FIFA World Cup,world_cup_2018,-0.1277788903,2018-06-27,international_results_csv-535d71d52b980784bdda,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0103387425
lgbm_contextual,0.0827066425,FIFA World Cup,world_cup_2018,0.1053549793,2018-06-15,international_results_csv-53af7e4b5d01c3836fc7,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0265198076
lgbm_contextual,0.0706721883,FIFA World Cup,world_cup_2022,0.1176120796,2022-11-24,international_results_csv-54a80e3db86efdc713b1,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0140583872
lgbm_contextual,0.1620528066,UEFA Euro,euro_2024,0.1715929734,2024-06-25,international_results_csv-55e899b80c818dc9399e,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0534810594
lgbm_contextual,-0.1787162744,Copa América,copa_america_2024,-0.2392741637,2024-07-01,international_results_csv-5b17e087e7fd65aed5d5,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0793482619
lgbm_contextual,-0.1412539599,UEFA Euro,euro_2024,-0.2036519077,2024-06-17,international_results_csv-5bc5ac0d77a465d6843f,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0586043706
lgbm_contextual,-0.1049632629,FIFA World Cup,world_cup_2022,-0.1499312515,2022-11-22,international_results_csv-5c8b78d320eff170410d,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0481166091
lgbm_contextual,-0.2508187470,UEFA Euro,euro_2024,-0.3423274046,2024-06-21,international_results_csv-5cee46756bbaba3f4a9c,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.1022437166
lgbm_contextual,0.0019730971,FIFA World Cup,world_cup_2018,0.0006660448,2018-06-20,international_results_csv-5effeef45349fc2c37ee,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0011817859
lgbm_contextual,-0.0297053066,FIFA World Cup,world_cup_2022,-0.0604692130,2022-11-24,international_results_csv-5fc599a3b72c6e236a25,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0105536333
lgbm_contextual,-0.0278699143,Copa América,copa_america_2024,-0.0417333178,2024-06-21,international_results_csv-60590b0bc0dc565d18cc,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0049674819
lgbm_contextual,-0.0490412957,UEFA Euro,euro_2024,-0.0976872632,2024-06-24,international_results_csv-615209ed8d6c11d8fe43,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0161887991
lgbm_contextual,-0.2370276418,FIFA World Cup,world_cup_2022,-0.3379570194,2022-11-29,international_results_csv-63ba0233243234273d1d,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0825867091
lgbm_contextual,-0.0273278867,Copa América,copa_america_2024,-0.0970552370,2024-06-22,international_results_csv-6413dd39c541f6647695,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0089901200
lgbm_contextual,0.0222455497,UEFA Euro,euro_2024,0.0331520710,2024-06-18,international_results_csv-64bd65869cd26e5055db,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0011208276
lgbm_contextual,0.0098941298,FIFA World Cup,world_cup_2018,0.0184034967,2018-06-28,international_results_csv-673171d8c4a4f215e7eb,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0194784623
lgbm_contextual,-0.0288133797,FIFA World Cup,world_cup_2022,-0.0649881487,2022-12-06,international_results_csv-679c244d7721a5fc2646,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0109820064
lgbm_contextual,0.1340947373,FIFA World Cup,world_cup_2018,0.1802280900,2018-06-24,international_results_csv-6806da97e0f8aa306b0e,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0576674903
lgbm_contextual,0.0801013103,FIFA World Cup,world_cup_2018,0.1160610799,2018-06-26,international_results_csv-6d22081c7606fab3a9fe,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0369021550
lgbm_contextual,0.2082011352,UEFA Euro,euro_2024,0.3204393716,2024-06-21,international_results_csv-6e6c455b52aecb25bee5,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0497681249
lgbm_contextual,0.2908359563,FIFA World Cup,world_cup_2022,0.8708354515,2022-11-22,international_results_csv-6fdf96ce42ea51cec9a2,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.1590265865
lgbm_contextual,0.0031709092,FIFA World Cup,world_cup_2022,0.0132900229,2022-11-23,international_results_csv-709042582351ff39048d,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,0.0095846171
lgbm_contextual,-0.1177952784,FIFA World Cup,world_cup_2018,-0.1726281967,2018-06-20,international_results_csv-7220b26f091bb1713172,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0242701170
lgbm_contextual,-0.1122149193,FIFA World Cup,world_cup_2022,-0.2274464800,2022-11-27,international_results_csv-7230e2c38e1cf0aa1bb2,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0122183913
lgbm_contextual,-0.1741944221,FIFA World Cup,world_cup_2022,-0.2302674314,2022-11-25,international_results_csv-72cd74710980a6aed7db,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0656518487
lgbm_contextual,-0.0243398590,FIFA World Cup,world_cup_2022,-0.0478128656,2022-12-05,international_results_csv-73073bf324a9e07483a7,contextual_lgbm_v1,poisson_goal_v1,contextual_lgbm_v1::lgbm_contextual_minus_poisson_goal_v1::poisson_official,-0.0058014409
