ablation,feature,fold,importance,importance_type,model_name
lgbm_stack,base_poisson_logit_draw,euro_2024,-0.0011086293,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_stack,base_poisson_logit_away_win,euro_2024,-0.0011292450,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_stack,base_poisson_log_home_away_ratio,euro_2024,-0.0193497566,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_stack,home_elo_pre,euro_2024,0.0013398816,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_stack,away_elo_pre,euro_2024,-0.0107692326,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_stack,elo_difference_pre,euro_2024,-0.0028818122,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_stack,neutral,euro_2024,-0.0017445373,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_stack,competition_category,euro_2024,0.0000000000,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,base_poisson_prob_home_win,euro_2024,6991.0666768178,gain,contextual_lgbm_v1
lgbm_contextual,base_poisson_prob_home_win,euro_2024,137.0000000000,split,contextual_lgbm_v1
lgbm_contextual,base_poisson_prob_draw,euro_2024,2444.1179199442,gain,contextual_lgbm_v1
lgbm_contextual,base_poisson_prob_draw,euro_2024,311.0000000000,split,contextual_lgbm_v1
lgbm_contextual,base_poisson_prob_away_win,euro_2024,14494.5112240314,gain,contextual_lgbm_v1
lgbm_contextual,base_poisson_prob_away_win,euro_2024,167.0000000000,split,contextual_lgbm_v1
lgbm_contextual,base_poisson_expected_home_goals,euro_2024,1360.6874024421,gain,contextual_lgbm_v1
lgbm_contextual,base_poisson_expected_home_goals,euro_2024,272.0000000000,split,contextual_lgbm_v1
lgbm_contextual,base_poisson_expected_away_goals,euro_2024,1379.3417234011,gain,contextual_lgbm_v1
lgbm_contextual,base_poisson_expected_away_goals,euro_2024,314.0000000000,split,contextual_lgbm_v1
lgbm_contextual,base_poisson_logit_home_win,euro_2024,3551.7185724974,gain,contextual_lgbm_v1
lgbm_contextual,base_poisson_logit_home_win,euro_2024,148.0000000000,split,contextual_lgbm_v1
lgbm_contextual,base_poisson_logit_draw,euro_2024,1801.9625960588,gain,contextual_lgbm_v1
lgbm_contextual,base_poisson_logit_draw,euro_2024,97.0000000000,split,contextual_lgbm_v1
lgbm_contextual,base_poisson_logit_away_win,euro_2024,8640.9996639490,gain,contextual_lgbm_v1
lgbm_contextual,base_poisson_logit_away_win,euro_2024,116.0000000000,split,contextual_lgbm_v1
lgbm_contextual,base_poisson_log_home_away_ratio,euro_2024,11062.8652682304,gain,contextual_lgbm_v1
lgbm_contextual,base_poisson_log_home_away_ratio,euro_2024,149.0000000000,split,contextual_lgbm_v1
lgbm_contextual,home_elo_pre,euro_2024,1835.2738273144,gain,contextual_lgbm_v1
lgbm_contextual,home_elo_pre,euro_2024,496.0000000000,split,contextual_lgbm_v1
lgbm_contextual,away_elo_pre,euro_2024,1843.9234337062,gain,contextual_lgbm_v1
lgbm_contextual,away_elo_pre,euro_2024,459.0000000000,split,contextual_lgbm_v1
lgbm_contextual,elo_difference_pre,euro_2024,5777.6318740398,gain,contextual_lgbm_v1
lgbm_contextual,elo_difference_pre,euro_2024,634.0000000000,split,contextual_lgbm_v1
lgbm_contextual,neutral,euro_2024,204.4558199644,gain,contextual_lgbm_v1
lgbm_contextual,neutral,euro_2024,50.0000000000,split,contextual_lgbm_v1
lgbm_contextual,home_rest_days,euro_2024,970.5474309139,gain,contextual_lgbm_v1
lgbm_contextual,home_rest_days,euro_2024,266.0000000000,split,contextual_lgbm_v1
lgbm_contextual,away_rest_days,euro_2024,771.2461807132,gain,contextual_lgbm_v1
lgbm_contextual,away_rest_days,euro_2024,218.0000000000,split,contextual_lgbm_v1
lgbm_contextual,rest_days_diff,euro_2024,929.0081197023,gain,contextual_lgbm_v1
lgbm_contextual,rest_days_diff,euro_2024,257.0000000000,split,contextual_lgbm_v1
lgbm_contextual,home_matches_last_7d,euro_2024,37.9468605518,gain,contextual_lgbm_v1
lgbm_contextual,home_matches_last_7d,euro_2024,14.0000000000,split,contextual_lgbm_v1
lgbm_contextual,away_matches_last_7d,euro_2024,60.7733702660,gain,contextual_lgbm_v1
lgbm_contextual,away_matches_last_7d,euro_2024,19.0000000000,split,contextual_lgbm_v1
lgbm_contextual,matches_last_7d_diff,euro_2024,177.8218786716,gain,contextual_lgbm_v1
lgbm_contextual,matches_last_7d_diff,euro_2024,55.0000000000,split,contextual_lgbm_v1
lgbm_contextual,home_matches_last_14d,euro_2024,97.1000598669,gain,contextual_lgbm_v1
lgbm_contextual,home_matches_last_14d,euro_2024,27.0000000000,split,contextual_lgbm_v1
lgbm_contextual,away_matches_last_14d,euro_2024,50.8400339782,gain,contextual_lgbm_v1
lgbm_contextual,away_matches_last_14d,euro_2024,17.0000000000,split,contextual_lgbm_v1
lgbm_contextual,matches_last_14d_diff,euro_2024,145.4381407797,gain,contextual_lgbm_v1
lgbm_contextual,matches_last_14d_diff,euro_2024,47.0000000000,split,contextual_lgbm_v1
lgbm_contextual,home_matches_last_30d,euro_2024,339.4578193426,gain,contextual_lgbm_v1
lgbm_contextual,home_matches_last_30d,euro_2024,65.0000000000,split,contextual_lgbm_v1
lgbm_contextual,away_matches_last_30d,euro_2024,276.3615637422,gain,contextual_lgbm_v1
lgbm_contextual,away_matches_last_30d,euro_2024,61.0000000000,split,contextual_lgbm_v1
lgbm_contextual,matches_last_30d_diff,euro_2024,192.9399005175,gain,contextual_lgbm_v1
lgbm_contextual,matches_last_30d_diff,euro_2024,53.0000000000,split,contextual_lgbm_v1
lgbm_contextual,home_previous_match_penalty_shootout,euro_2024,0.0000000000,gain,contextual_lgbm_v1
lgbm_contextual,home_previous_match_penalty_shootout,euro_2024,0.0000000000,split,contextual_lgbm_v1
lgbm_contextual,away_previous_match_penalty_shootout,euro_2024,0.0000000000,gain,contextual_lgbm_v1
lgbm_contextual,away_previous_match_penalty_shootout,euro_2024,0.0000000000,split,contextual_lgbm_v1
lgbm_contextual,home_consecutive_matches_without_7d_rest,euro_2024,310.9794563055,gain,contextual_lgbm_v1
lgbm_contextual,home_consecutive_matches_without_7d_rest,euro_2024,58.0000000000,split,contextual_lgbm_v1
lgbm_contextual,away_consecutive_matches_without_7d_rest,euro_2024,127.8471161723,gain,contextual_lgbm_v1
lgbm_contextual,away_consecutive_matches_without_7d_rest,euro_2024,40.0000000000,split,contextual_lgbm_v1
lgbm_contextual,consecutive_matches_without_7d_rest_diff,euro_2024,249.0734156966,gain,contextual_lgbm_v1
lgbm_contextual,consecutive_matches_without_7d_rest_diff,euro_2024,76.0000000000,split,contextual_lgbm_v1
lgbm_contextual,home_tournament_match_number,euro_2024,1928.3214869723,gain,contextual_lgbm_v1
lgbm_contextual,home_tournament_match_number,euro_2024,487.0000000000,split,contextual_lgbm_v1
lgbm_contextual,away_tournament_match_number,euro_2024,2153.5830854177,gain,contextual_lgbm_v1
lgbm_contextual,away_tournament_match_number,euro_2024,487.0000000000,split,contextual_lgbm_v1
lgbm_contextual,home_is_first_tournament_match,euro_2024,0.0000000000,gain,contextual_lgbm_v1
lgbm_contextual,home_is_first_tournament_match,euro_2024,0.0000000000,split,contextual_lgbm_v1
lgbm_contextual,away_is_first_tournament_match,euro_2024,0.0000000000,gain,contextual_lgbm_v1
lgbm_contextual,away_is_first_tournament_match,euro_2024,0.0000000000,split,contextual_lgbm_v1
lgbm_contextual,competition_category_confederation_championship,euro_2024,44.6845797300,gain,contextual_lgbm_v1
lgbm_contextual,competition_category_confederation_championship,euro_2024,12.0000000000,split,contextual_lgbm_v1
lgbm_contextual,competition_category_confederation_qualifier,euro_2024,100.6188099384,gain,contextual_lgbm_v1
lgbm_contextual,competition_category_confederation_qualifier,euro_2024,29.0000000000,split,contextual_lgbm_v1
lgbm_contextual,competition_category_friendly,euro_2024,369.1438084841,gain,contextual_lgbm_v1
lgbm_contextual,competition_category_friendly,euro_2024,77.0000000000,split,contextual_lgbm_v1
lgbm_contextual,competition_category_nations_league,euro_2024,40.6657098532,gain,contextual_lgbm_v1
lgbm_contextual,competition_category_nations_league,euro_2024,12.0000000000,split,contextual_lgbm_v1
lgbm_contextual,competition_category_other_official,euro_2024,85.1831704378,gain,contextual_lgbm_v1
lgbm_contextual,competition_category_other_official,euro_2024,21.0000000000,split,contextual_lgbm_v1
lgbm_contextual,competition_category_world_cup,euro_2024,11.5337299109,gain,contextual_lgbm_v1
lgbm_contextual,competition_category_world_cup,euro_2024,3.0000000000,split,contextual_lgbm_v1
lgbm_contextual,competition_category_world_cup_qualifier,euro_2024,141.0455602407,gain,contextual_lgbm_v1
lgbm_contextual,competition_category_world_cup_qualifier,euro_2024,31.0000000000,split,contextual_lgbm_v1
lgbm_contextual,base_poisson_prob_home_win,euro_2024,0.0017770989,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,base_poisson_prob_draw,euro_2024,0.0003592789,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,base_poisson_prob_away_win,euro_2024,0.0097893962,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,base_poisson_expected_home_goals,euro_2024,-0.0169972043,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,base_poisson_expected_away_goals,euro_2024,-0.0061819921,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,base_poisson_logit_home_win,euro_2024,0.0021112525,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,base_poisson_logit_draw,euro_2024,0.0010089908,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,base_poisson_logit_away_win,euro_2024,-0.0052425043,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,base_poisson_log_home_away_ratio,euro_2024,-0.0087699064,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,home_elo_pre,euro_2024,0.0050262539,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,away_elo_pre,euro_2024,-0.0028157316,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,elo_difference_pre,euro_2024,-0.0147663315,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,neutral,euro_2024,0.0001967613,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,competition_category,euro_2024,0.0000000000,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,home_rest_days,euro_2024,0.0015035548,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,away_rest_days,euro_2024,0.0009005453,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,rest_days_diff,euro_2024,-0.0014945705,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,home_matches_last_7d,euro_2024,0.0000000000,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,away_matches_last_7d,euro_2024,0.0000000000,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,matches_last_7d_diff,euro_2024,-0.0013095336,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,home_matches_last_14d,euro_2024,0.0061183914,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,away_matches_last_14d,euro_2024,-0.0000038590,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,matches_last_14d_diff,euro_2024,0.0024386717,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,home_matches_last_30d,euro_2024,0.0121443031,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,away_matches_last_30d,euro_2024,-0.0084723419,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,matches_last_30d_diff,euro_2024,-0.0028510947,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,home_previous_match_penalty_shootout,euro_2024,0.0000000000,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,away_previous_match_penalty_shootout,euro_2024,0.0000000000,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,home_consecutive_matches_without_7d_rest,euro_2024,0.0145044685,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,away_consecutive_matches_without_7d_rest,euro_2024,0.0024425801,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,consecutive_matches_without_7d_rest_diff,euro_2024,0.0002426469,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,home_tournament_match_number,euro_2024,0.0090529402,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,away_tournament_match_number,euro_2024,-0.0004993753,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,home_is_first_tournament_match,euro_2024,0.0000000000,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,away_is_first_tournament_match,euro_2024,0.0000000000,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_stack,base_poisson_prob_home_win,copa_america_2024,6795.3018525243,gain,contextual_lgbm_v1
lgbm_stack,base_poisson_prob_home_win,copa_america_2024,284.0000000000,split,contextual_lgbm_v1
lgbm_stack,base_poisson_prob_draw,copa_america_2024,3841.7030983977,gain,contextual_lgbm_v1
lgbm_stack,base_poisson_prob_draw,copa_america_2024,420.0000000000,split,contextual_lgbm_v1
lgbm_stack,base_poisson_prob_away_win,copa_america_2024,10480.8681306764,gain,contextual_lgbm_v1
lgbm_stack,base_poisson_prob_away_win,copa_america_2024,295.0000000000,split,contextual_lgbm_v1
lgbm_stack,base_poisson_expected_home_goals,copa_america_2024,1961.8920220397,gain,contextual_lgbm_v1
lgbm_stack,base_poisson_expected_home_goals,copa_america_2024,531.0000000000,split,contextual_lgbm_v1
lgbm_stack,base_poisson_expected_away_goals,copa_america_2024,1851.6117413938,gain,contextual_lgbm_v1
lgbm_stack,base_poisson_expected_away_goals,copa_america_2024,580.0000000000,split,contextual_lgbm_v1
lgbm_stack,base_poisson_logit_home_win,copa_america_2024,3976.3252811432,gain,contextual_lgbm_v1
lgbm_stack,base_poisson_logit_home_win,copa_america_2024,81.0000000000,split,contextual_lgbm_v1
lgbm_stack,base_poisson_logit_draw,copa_america_2024,650.8733885288,gain,contextual_lgbm_v1
lgbm_stack,base_poisson_logit_draw,copa_america_2024,156.0000000000,split,contextual_lgbm_v1
lgbm_stack,base_poisson_logit_away_win,copa_america_2024,12829.0193693638,gain,contextual_lgbm_v1
lgbm_stack,base_poisson_logit_away_win,copa_america_2024,211.0000000000,split,contextual_lgbm_v1
lgbm_stack,base_poisson_log_home_away_ratio,copa_america_2024,12360.9082471728,gain,contextual_lgbm_v1
lgbm_stack,base_poisson_log_home_away_ratio,copa_america_2024,265.0000000000,split,contextual_lgbm_v1
lgbm_stack,home_elo_pre,copa_america_2024,2277.2096940875,gain,contextual_lgbm_v1
lgbm_stack,home_elo_pre,copa_america_2024,777.0000000000,split,contextual_lgbm_v1
lgbm_stack,away_elo_pre,copa_america_2024,2621.4183162376,gain,contextual_lgbm_v1
lgbm_stack,away_elo_pre,copa_america_2024,830.0000000000,split,contextual_lgbm_v1
lgbm_stack,elo_difference_pre,copa_america_2024,6001.4230045751,gain,contextual_lgbm_v1
lgbm_stack,elo_difference_pre,copa_america_2024,956.0000000000,split,contextual_lgbm_v1
lgbm_stack,neutral,copa_america_2024,352.6773656607,gain,contextual_lgbm_v1
lgbm_stack,neutral,copa_america_2024,87.0000000000,split,contextual_lgbm_v1
lgbm_stack,competition_category_confederation_championship,copa_america_2024,112.2266997099,gain,contextual_lgbm_v1
lgbm_stack,competition_category_confederation_championship,copa_america_2024,37.0000000000,split,contextual_lgbm_v1
lgbm_stack,competition_category_confederation_qualifier,copa_america_2024,88.1807711720,gain,contextual_lgbm_v1
lgbm_stack,competition_category_confederation_qualifier,copa_america_2024,29.0000000000,split,contextual_lgbm_v1
lgbm_stack,competition_category_friendly,copa_america_2024,674.3930814560,gain,contextual_lgbm_v1
lgbm_stack,competition_category_friendly,copa_america_2024,143.0000000000,split,contextual_lgbm_v1
lgbm_stack,competition_category_nations_league,copa_america_2024,160.0681598186,gain,contextual_lgbm_v1
lgbm_stack,competition_category_nations_league,copa_america_2024,53.0000000000,split,contextual_lgbm_v1
lgbm_stack,competition_category_other_official,copa_america_2024,145.6082805395,gain,contextual_lgbm_v1
lgbm_stack,competition_category_other_official,copa_america_2024,41.0000000000,split,contextual_lgbm_v1
lgbm_stack,competition_category_world_cup,copa_america_2024,47.1212398410,gain,contextual_lgbm_v1
lgbm_stack,competition_category_world_cup,copa_america_2024,16.0000000000,split,contextual_lgbm_v1
lgbm_stack,competition_category_world_cup_qualifier,copa_america_2024,307.6335121989,gain,contextual_lgbm_v1
lgbm_stack,competition_category_world_cup_qualifier,copa_america_2024,79.0000000000,split,contextual_lgbm_v1
lgbm_stack,base_poisson_prob_home_win,copa_america_2024,0.0037463923,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_stack,base_poisson_prob_draw,copa_america_2024,-0.0100058467,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_stack,base_poisson_prob_away_win,copa_america_2024,0.0124869449,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_stack,base_poisson_expected_home_goals,copa_america_2024,0.0155529696,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_stack,base_poisson_expected_away_goals,copa_america_2024,0.0056366541,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_stack,base_poisson_logit_home_win,copa_america_2024,0.0032150465,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_stack,base_poisson_logit_draw,copa_america_2024,0.0034618011,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_stack,base_poisson_logit_away_win,copa_america_2024,0.0380981679,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_stack,base_poisson_log_home_away_ratio,copa_america_2024,0.0073453435,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_stack,home_elo_pre,copa_america_2024,-0.0041129203,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_stack,away_elo_pre,copa_america_2024,0.0085286904,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_stack,elo_difference_pre,copa_america_2024,0.0815375973,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_stack,neutral,copa_america_2024,-0.0008647899,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_stack,competition_category,copa_america_2024,0.0000000000,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,base_poisson_prob_home_win,copa_america_2024,7454.5373391509,gain,contextual_lgbm_v1
lgbm_contextual,base_poisson_prob_home_win,copa_america_2024,185.0000000000,split,contextual_lgbm_v1
lgbm_contextual,base_poisson_prob_draw,copa_america_2024,3284.6455774605,gain,contextual_lgbm_v1
lgbm_contextual,base_poisson_prob_draw,copa_america_2024,287.0000000000,split,contextual_lgbm_v1
lgbm_contextual,base_poisson_prob_away_win,copa_america_2024,9951.4462091923,gain,contextual_lgbm_v1
lgbm_contextual,base_poisson_prob_away_win,copa_america_2024,200.0000000000,split,contextual_lgbm_v1
lgbm_contextual,base_poisson_expected_home_goals,copa_america_2024,1319.2125592306,gain,contextual_lgbm_v1
lgbm_contextual,base_poisson_expected_home_goals,copa_america_2024,276.0000000000,split,contextual_lgbm_v1
lgbm_contextual,base_poisson_expected_away_goals,copa_america_2024,1297.3941633552,gain,contextual_lgbm_v1
lgbm_contextual,base_poisson_expected_away_goals,copa_america_2024,305.0000000000,split,contextual_lgbm_v1
lgbm_contextual,base_poisson_logit_home_win,copa_america_2024,3368.6719597578,gain,contextual_lgbm_v1
lgbm_contextual,base_poisson_logit_home_win,copa_america_2024,60.0000000000,split,contextual_lgbm_v1
lgbm_contextual,base_poisson_logit_draw,copa_america_2024,830.6111083627,gain,contextual_lgbm_v1
lgbm_contextual,base_poisson_logit_draw,copa_america_2024,108.0000000000,split,contextual_lgbm_v1
lgbm_contextual,base_poisson_logit_away_win,copa_america_2024,12657.7101426125,gain,contextual_lgbm_v1
lgbm_contextual,base_poisson_logit_away_win,copa_america_2024,138.0000000000,split,contextual_lgbm_v1
lgbm_contextual,base_poisson_log_home_away_ratio,copa_america_2024,11906.4186935425,gain,contextual_lgbm_v1
lgbm_contextual,base_poisson_log_home_away_ratio,copa_america_2024,187.0000000000,split,contextual_lgbm_v1
lgbm_contextual,home_elo_pre,copa_america_2024,1513.5727087706,gain,contextual_lgbm_v1
lgbm_contextual,home_elo_pre,copa_america_2024,396.0000000000,split,contextual_lgbm_v1
lgbm_contextual,away_elo_pre,copa_america_2024,1903.6032685526,gain,contextual_lgbm_v1
lgbm_contextual,away_elo_pre,copa_america_2024,476.0000000000,split,contextual_lgbm_v1
lgbm_contextual,elo_difference_pre,copa_america_2024,6075.5778564066,gain,contextual_lgbm_v1
lgbm_contextual,elo_difference_pre,copa_america_2024,648.0000000000,split,contextual_lgbm_v1
lgbm_contextual,neutral,copa_america_2024,209.3985502720,gain,contextual_lgbm_v1
lgbm_contextual,neutral,copa_america_2024,50.0000000000,split,contextual_lgbm_v1
lgbm_contextual,home_rest_days,copa_america_2024,869.1698464975,gain,contextual_lgbm_v1
lgbm_contextual,home_rest_days,copa_america_2024,248.0000000000,split,contextual_lgbm_v1
lgbm_contextual,away_rest_days,copa_america_2024,780.8989786357,gain,contextual_lgbm_v1
lgbm_contextual,away_rest_days,copa_america_2024,225.0000000000,split,contextual_lgbm_v1
lgbm_contextual,rest_days_diff,copa_america_2024,905.3339256644,gain,contextual_lgbm_v1
lgbm_contextual,rest_days_diff,copa_america_2024,257.0000000000,split,contextual_lgbm_v1
lgbm_contextual,home_matches_last_7d,copa_america_2024,40.1317996979,gain,contextual_lgbm_v1
lgbm_contextual,home_matches_last_7d,copa_america_2024,14.0000000000,split,contextual_lgbm_v1
lgbm_contextual,away_matches_last_7d,copa_america_2024,38.9115802050,gain,contextual_lgbm_v1
lgbm_contextual,away_matches_last_7d,copa_america_2024,16.0000000000,split,contextual_lgbm_v1
lgbm_contextual,matches_last_7d_diff,copa_america_2024,193.6705198288,gain,contextual_lgbm_v1
lgbm_contextual,matches_last_7d_diff,copa_america_2024,55.0000000000,split,contextual_lgbm_v1
lgbm_contextual,home_matches_last_14d,copa_america_2024,130.8388098571,gain,contextual_lgbm_v1
lgbm_contextual,home_matches_last_14d,copa_america_2024,30.0000000000,split,contextual_lgbm_v1
lgbm_contextual,away_matches_last_14d,copa_america_2024,53.5468465686,gain,contextual_lgbm_v1
lgbm_contextual,away_matches_last_14d,copa_america_2024,17.0000000000,split,contextual_lgbm_v1
lgbm_contextual,matches_last_14d_diff,copa_america_2024,126.5888952017,gain,contextual_lgbm_v1
lgbm_contextual,matches_last_14d_diff,copa_america_2024,36.0000000000,split,contextual_lgbm_v1
lgbm_contextual,home_matches_last_30d,copa_america_2024,385.0158634782,gain,contextual_lgbm_v1
lgbm_contextual,home_matches_last_30d,copa_america_2024,80.0000000000,split,contextual_lgbm_v1
lgbm_contextual,away_matches_last_30d,copa_america_2024,286.4452516437,gain,contextual_lgbm_v1
lgbm_contextual,away_matches_last_30d,copa_america_2024,71.0000000000,split,contextual_lgbm_v1
lgbm_contextual,matches_last_30d_diff,copa_america_2024,221.2819502354,gain,contextual_lgbm_v1
lgbm_contextual,matches_last_30d_diff,copa_america_2024,57.0000000000,split,contextual_lgbm_v1
lgbm_contextual,home_previous_match_penalty_shootout,copa_america_2024,0.0000000000,gain,contextual_lgbm_v1
lgbm_contextual,home_previous_match_penalty_shootout,copa_america_2024,0.0000000000,split,contextual_lgbm_v1
lgbm_contextual,away_previous_match_penalty_shootout,copa_america_2024,0.0000000000,gain,contextual_lgbm_v1
lgbm_contextual,away_previous_match_penalty_shootout,copa_america_2024,0.0000000000,split,contextual_lgbm_v1
lgbm_contextual,home_consecutive_matches_without_7d_rest,copa_america_2024,337.9983085394,gain,contextual_lgbm_v1
lgbm_contextual,home_consecutive_matches_without_7d_rest,copa_america_2024,61.0000000000,split,contextual_lgbm_v1
lgbm_contextual,away_consecutive_matches_without_7d_rest,copa_america_2024,136.0153561234,gain,contextual_lgbm_v1
lgbm_contextual,away_consecutive_matches_without_7d_rest,copa_america_2024,48.0000000000,split,contextual_lgbm_v1
lgbm_contextual,consecutive_matches_without_7d_rest_diff,copa_america_2024,195.3972982764,gain,contextual_lgbm_v1
lgbm_contextual,consecutive_matches_without_7d_rest_diff,copa_america_2024,60.0000000000,split,contextual_lgbm_v1
lgbm_contextual,home_tournament_match_number,copa_america_2024,1801.3767110333,gain,contextual_lgbm_v1
lgbm_contextual,home_tournament_match_number,copa_america_2024,464.0000000000,split,contextual_lgbm_v1
lgbm_contextual,away_tournament_match_number,copa_america_2024,2067.6727231843,gain,contextual_lgbm_v1
lgbm_contextual,away_tournament_match_number,copa_america_2024,462.0000000000,split,contextual_lgbm_v1
lgbm_contextual,home_is_first_tournament_match,copa_america_2024,0.0000000000,gain,contextual_lgbm_v1
lgbm_contextual,home_is_first_tournament_match,copa_america_2024,0.0000000000,split,contextual_lgbm_v1
lgbm_contextual,away_is_first_tournament_match,copa_america_2024,2.7592101097,gain,contextual_lgbm_v1
lgbm_contextual,away_is_first_tournament_match,copa_america_2024,1.0000000000,split,contextual_lgbm_v1
lgbm_contextual,competition_category_confederation_championship,copa_america_2024,83.7509299517,gain,contextual_lgbm_v1
lgbm_contextual,competition_category_confederation_championship,copa_america_2024,23.0000000000,split,contextual_lgbm_v1
lgbm_contextual,competition_category_confederation_qualifier,copa_america_2024,72.1086896658,gain,contextual_lgbm_v1
lgbm_contextual,competition_category_confederation_qualifier,copa_america_2024,27.0000000000,split,contextual_lgbm_v1
lgbm_contextual,competition_category_friendly,copa_america_2024,337.9914022833,gain,contextual_lgbm_v1
lgbm_contextual,competition_category_friendly,copa_america_2024,82.0000000000,split,contextual_lgbm_v1
lgbm_contextual,competition_category_nations_league,copa_america_2024,58.4360605478,gain,contextual_lgbm_v1
lgbm_contextual,competition_category_nations_league,copa_america_2024,16.0000000000,split,contextual_lgbm_v1
lgbm_contextual,competition_category_other_official,copa_america_2024,91.0332906246,gain,contextual_lgbm_v1
lgbm_contextual,competition_category_other_official,copa_america_2024,23.0000000000,split,contextual_lgbm_v1
lgbm_contextual,competition_category_world_cup,copa_america_2024,7.2153000832,gain,contextual_lgbm_v1
lgbm_contextual,competition_category_world_cup,copa_america_2024,1.0000000000,split,contextual_lgbm_v1
lgbm_contextual,competition_category_world_cup_qualifier,copa_america_2024,100.4825257659,gain,contextual_lgbm_v1
lgbm_contextual,competition_category_world_cup_qualifier,copa_america_2024,24.0000000000,split,contextual_lgbm_v1
lgbm_contextual,base_poisson_prob_home_win,copa_america_2024,0.0073883643,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,base_poisson_prob_draw,copa_america_2024,-0.0109204020,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,base_poisson_prob_away_win,copa_america_2024,0.0132372692,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,base_poisson_expected_home_goals,copa_america_2024,0.0199471055,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,base_poisson_expected_away_goals,copa_america_2024,-0.0051626266,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,base_poisson_logit_home_win,copa_america_2024,-0.0006419531,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,base_poisson_logit_draw,copa_america_2024,0.0001982552,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,base_poisson_logit_away_win,copa_america_2024,0.0354636997,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,base_poisson_log_home_away_ratio,copa_america_2024,0.0125835604,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,home_elo_pre,copa_america_2024,0.0003164521,permutation_log_loss_delta,contextual_lgbm_v1
lgbm_contextual,away_elo_pre,copa_america_2024,0.0070175034,permutation_log_loss_delta,contextual_lgbm_v1
